HelyreigazitasID;SajtotermekID;CikkCim;CikkURL;CikkDatum;CikkIdo;HelyreigazitasSzoveg;HelyreigazitasURL;HelyreigazitasDatum;HelyreigazitasIdo;HelyreigazitasJelolve
964;29;Szabó Zoltán: Zakatol a narancsszínű pénzszivattyú;https://index.hu/belfold/2009/10/18/szabo_zoltan_zakatol_a_narancsszinu_penzszivattyu/;2009/10/18;14:56;"Elnézést kérünk azért, hogy a 2009. október 18. napján megjelent a ""Szabó Zoltán: Zakatol a narancsszínű pénzszivattyú"" cikk, mivel a Fővárosi Bíróság 65.P.21.385/2010/19. számú ítéletével megállapította, hogy a cikkben szereplő Szabó Zoltán sajtótájékoztatójával megsértette Szíjj László jóhírnevét és becsületét.";https://index.hu/belfold/hirek/2012/06/12/helyreigazitas/;2012/06/12;13:32;0
965;29;A Fidesz nem ilyen ombudsmant akart;https://index.hu/belfold/2012/05/14/homokszem_a_gepezetben/;2012/05/14;11:41;"A 2012. május 14-én megjelent A Fidesz nem ilyen ombudsmant akart című cikkben valótlanul állítottuk, hogy az ombudsman nem indított nagy, átfogó intézményellenőrző vizsgálatokat a kórházakban, a börtönökben vagy az iskolákban, holott egyedül neki áll rendelkezésére az ehhez szükséges jogi és intézményi apparátus.

Ezzel szemben Prof. Dr. Szabó Máté 2008 óta minden évben indított gyermekjogi projektet, amelyben megkülönböztetett figyelmet szentelt az iskolai erőszak kérdésének. Az ombudsman 2011-ben az egészségügy kérdéseit helyezte a Betegjogi projekt és a Gyermekjogi (gyermek-egészségügyi) projekt középpontjába. 2008 óta megkülönböztetett figyelemmel kíséri, és korábban hivatalból indított átfogó vizsgálatok láncolatából álló kvázi-projektként, 2012-ben önálló projektként foglalkozik a büntetésvégrehajtás kérdéseivel, különösen a fogvatartás körülményeinek vizsgálataival.

Valótlanul állítottuk, hogy 2007. szeptemberi megválasztásától 2011 őszéig a hivatal honlapja szerint összesen négy ilyen (alkotmánybírósági) indítványa volt. Ezzel szemben Prof. Dr. Szabó Máté 2007-2011 között 14 esetben fordult az Alkotmánybírósághoz.
QP | Quality Placement

Azt a hamis látszatot keltettük, mintha az ombudsmant csak most zavarnák „a lecsukott gyerekek”. Ezzel szemben a tény az, hogy a biztos 2010. szeptember 27-én közleményben tájékoztatott arról, hogy bizsulopás gyanúja miatt őrizetbe vett három gimnazista lány ügyében hivatalból indított vizsgálatot. E közleményében a szabályozással kapcsolatos álláspontját is kifejtette. 2010. december 6-án jelentés alapján kiadott közleményben, majd a jelentésre adott belügyminiszteri válasszal kapcsolatos újabb közleményében foglalkozott a kérdéssel. Ennek utolsó előtti bekezdése szerint „A miniszter válaszában nem vitatta az ombudsmani megállapításokat, a javaslatokkal szemben nem hozott fel ellenérveket sem. Mindössze azt közölte, hogy a szaktárca 2011. évi, jogalkotással összefüggő tervei tartalmazzák a szabálysértési törvény teljes körű felülvizsgálatát. Ennek során lehetőség lesz arra, hogy a tapasztalatok figyelembe vételével átgondolják az őrizetbe vétel szabályait.” Figyelemmel arra, hogy erre végül nem került sor, az ombudsman az Alkotmánybírósághoz fordult.";https://index.hu/belfold/2012/05/16/helyreigazitas/;2012/05/16;08:22;0
966;29;A bölcsődésekre se vigyáznak ingyen;https://index.hu/belfold/2012/03/05/bolcsodei_gondozasi_dij/;2012/03/05;15:38;"Az Index.hu-n 2012. március 5-én megjelent, A bölcsődésekre se vigyáznak ingyen című cikkünkben valótlanul állítottuk, hogy Budapest XVII. kerületében a bölcsődei étkezés díja havi 12 ezer forint. A bölcsődei étkezési díj összege valójában napi bruttó 470 forint, azaz havi bruttó 9870 forint.

Cikkünkben valótlanul állítottuk, hogy a XVII. kerület egyik bölcsődéjének vezetője, illetve a kerület alpolgármestere olyan kijelentést tett, amely szerint szeretnék, ha minél többen fizetnék meg a bölcsődei ellátás maximális díját, és kevesen kérnének kedvezményt. A valóságban a XVII. kerület egyik bölcsődei vezetője, illetve alpolgármestere sem tett ilyen kijelentést.

Cikkünkben valótlanul állítottuk, hogy XVII. kerület egyik bölcsődéjének átépítése miatt az oda járó gyerekek ellátása nyáron csak két hónapra biztosított, amiért viszont három havi étkezési és gondozási díjat kérnének. A valóságban a felújításra kerülő bölcsőde nyári zárva tartása alatt a gyerekek elhelyezése a többi bölcsődében teljes egészében biztosított lesz.
QP | Quality Placement

Cikkünkre reagálva a XVII. kerület Rákosmente Önkormányzatának képviselője tájékoztatott arról, hogy a gyerekvédelmi törvény alapján a szociálisan rászorult gyerekek után – amennyiben rendszeres gyerekvédelmi támogatásban részesülnek – gondozási és étkezési díjat sem fizetnek.

A hibáért az olvasók és az érintettek elnézését kérjük.";https://index.hu/belfold/2012/03/19/helyreigazitas/;2012/03/19;16:02;0
967;29;Milliós tanácsadói jutalmak a Városházán;https://index.hu/belfold/budapest/2012/03/06/millios_tanacsadoi_jutalmak_a_varoshazan/;2012/03/06;14:08;Milliós tanácsadói jutalmak a Városházán című 2012. március 6-án megjelent cikkünkben valótlanul híreszteltük, hogy Hutiray Gyula főpolgárrnester-helyettes jutalomban részesült. A cikket javítottuk, a hibáért az olvasók és az érintett elnézését kérjük.;https://index.hu/belfold/budapest/2012/03/08/helyreigazitas/;2012/03/08;12:35;1
968;29;Hat év börtön az idős művészeket átverő csalónak;https://index.hu/bulvar/2012/01/10/hat_ev_borton_az_idos_muveszeket_atvero_csalonak/;2012/01/10;13:20;A 2012-01-10-i számunkban valótlanul híreszteltük, hogy Piroska Ottó, hogy Berek Kati, Schubert Éva, Máthé Erzsi, Kállai Ferenc színészek, Czeizel Endre, Bárdossy György akadémikus és Kereki György író is a károsultak között lehetett. A valóság az, hogy egyikük megkárosításával sem volt Piroska Ottó megvádolva.;https://index.hu/bulvar/hirek/2012/02/10/helyreigazitas/;2012/02/10;17:17;0
969;29;Felelős szerkesztő és műsorvezető is felmondott a köztévénél;https://index.hu/kultur/media/2012/01/11/felelos_szerkeszto_es_musorvezeto_is_felmondott_a_koztevenel/;2012/01/11;14:38;"Az Index.hu 2012. január 11-i számában megjelent Felelős szerkesztő és műsorvezető is felmondott a köztévénél című írás több valótlan állítást tartalmaz az MTVA szerint, amelyeket az alábbiakban részletezünk.

Az írás szerint "" A vezetők elmarasztalását követően azonban nem „rehabilitálták” a vezetői utasításokat végrehajtó, büntetést kapott munkatársakat, sőt ahogy múlt héten megírtuk [2], a riportot készítő – a blőrözés idején már egy másik forgatáson dolgozó – Horváth Aninak nem hosszabbították meg a szerződését.""

A valóság ezzel szemben az, hogy Horváth Ani szerződésének meghosszabbítása folyamatban van.

"" A Lomnici-ügy miatt azonban - ahogy egy forrásunk fogalmazott - „nemcsak rajta álltak bosszút”, hanem a Duna TV Híradójának felelős szerkesztőjén, Fiók Éván is, akit kivettek a Híradó szerkesztéséből és a Közbeszéd című műsorba helyezték át. Mint megírtuk, két, az elmarasztalt kollégáikkal szolidaritást vállaló riportert, Benyó Ritát és Balogh Juditot is más műsorokba száműztek.”

Az újságíró által sugalmazottakkal szemben a valóság az, hogy a Közbeszédbe való áthelyezés közös megegyezés alapján történt, és nem retorzió volt. Benyó Rita és Balogh Judit új feladatokat kapott, ahol kamatoztathatja tapasztalatát és tehetségét.

„A legfrissebb hírek szerint Fiók Éva megelégelte a megpróbáltatásokat és a héten felmondott az MTVA-nál. Úgy tudjuk, hogy a felelős szerkesztő már korábban is jelezte aggályait a hírszerkesztési gyakorlat miatt, és többször jelezte felmondási szándékát, de „könyörögtek neki, hogy maradjon, mivel annyira kevés az ember”.

Fiók Éva nem jelezte aggályait a hírszerkesztési gyakorlat miatt. Nem jelezte többször a felmondási szándékát. Fiók Éva munkaviszonya közös megegyezéssel szűnik meg.

„De információink szerint a Híradónál más munkatársak is kérték, hogy vegyék ki őket a hírműsorból, mivel aggódnak amiatt, hogy a Híradó rossz megítélése a személyükre is rányomja a bélyegét,...”

A kollégák nem aggódnak, a hírterületen a helyzet normális. A Híradónak jó a megítélése és a népszerűsége töretlen, sőt egyre feljebb ível.

„Az viszont ugyanakkor többek szerint is problémákat okozhat, hogy a két csoportos létszámleépítés és az áthelyezések után alig maradt nagy gyakorlattal rendelkező riporter a Híradóknál, mint mondják, egy-két kivételtől eltekintve gyakorlatilag vidékről felrendelt tudósítók és gyakornokok csinálják élesben a hírműsorokat.”

Az eddig a vidéki stúdióknál dolgozó szakemberek új lehetőségekhez jutottak. A nagy gyakorlattal rendelkező kollégák továbbra is minden héten saját értesülésű, exkluzív információkat hoznak nyilvánosságra a Híradóban.

Az érintettektől és az MTVA-tól elnézést kérünk.";https://index.hu/kultur/media/2012/01/23/helyreigazitas/;2012/01/23;15:13;0
970;29;Rend van, más nincs;https://index.hu/belfold/2011/08/11/erpatak/;2011/08/11;13:30;"2011. augusztus hó 11. napján megjelent Rend van, más nincs című, Érpatakról szóló cikkünkben az olvasóközönséget félrevezetve és megtévesztve állítottuk a következőket:

Valótlanul állítottuk, hogy Orosz Mihály Zoltán első ciklusa alatt állítólag elhanyagolta az iskolát, amely bezárt.

Valótlanul állítottuk, hogy Szőllősi Gábor pert nyert az önkormányzat ellen az iskolanyitás ügyében.
QP | Quality Placement

Valótlanul állítottuk, hogy a falut az iskola újraindítására kötelezték.

Valótlanul állítottuk, hogy Orosz Mihály Zoltán polgármestert 2009-ben egy évre jogerősen megfosztották hivatalától.

A valóság ezzel szemben az, hogy

Orosz Mihály Zoltán polgármester soha nem hanyagolta el az iskolát és a polgármester miatt az nem zárt be, hanem tagintézmény formájában közoktatási megállapodás révén tovább működött úgy, hogy az új fenntartó 2010-2011-es tanévben a közoktatási megállapodástól eltérően, önkényesen, az önkormányzat beleegyezése nélkül Biri székhelyen folyamatosan működtette az iskolát. A közoktatási megállapodást többek között ezért 2011. 04. 11-én, 2011. 06. 30-ai hatállyal a képviselő-testület megszüntette és az általános iskolai oktatást szeptembertől helyben Érpatakon újraindította.

Szőllősi Gábor nem nyert pert az önkormányzat ellen az iskolanyitás ügyében.

Az érpataki önkormányzatot semmilyen hatóság (se kormányhivatal, sem közigazgatási hivatal, sem ügyészség, sem bíróság) nem kötelezte az iskola újranyitására.

Orosz Mihály Zoltán polgármester ellen a Nyíregyházi Városi Ügyészség magánlaksértés miatt vádat emelt, az eljárásban – felülvizsgálati eljárás következtében – a Legfőbb Ügyészség indítványára a Magyar Köztársaság Legfelsőbb Bírósága Orosz Mihály Zoltán polgármestert az ellene emelt vád alól 2010. november 23. napján meghozott ítéletével bűncselekmény hiányában felmentette. Ezen eljárás ideje alatt sem született olyan bírósági határozat, amely Orosz Mihály Zoltán polgármestert egy évre jogerősen megfosztotta volna polgármesteri tisztségétől.

Valótlanul híreszteltük, hogy a polgármester nyíltan ki is mondja, hogy aki ellene van, azt elüldözi.";https://index.hu/belfold/2012/01/14/helyreigazitas/;2012/01/14;19:01;0
971;29;Lomnici-ügy: figyelmeztetést kapott az MTI Hírcentrum főszerkesztő-helyettes;https://index.hu/kultur/2011/12/13/figyelmeztetest_kapott_a_retusalasra_utasito_foszerkeszto-helyettes/;2011/12/13;23:08;"A 2011.december 13-án 23:08 perckor megjelent, „Figyelmeztetést kapott a retusálásra utasító főszerkesztő-he|yettes” című cikkünkben a tényeket hamis színben tüntettük fel, amikor a  címében azt állítottuk, hogy a retusálásra utasítást adó főszerkesztő-helyettes kapott fìgyelmeztetést, ugyanís ezzel azt a Iátszatot keltettük, mintha a retusálásra történő utasításadás miatt marasztalta volna el az  munkavállalót az MTI  vezérígazgatója. Ezzel szemben a valóság az, hogy a figyelmeztetésre az adásba kerülö tartalmak kontrolljának erösítése érdekében került sor.

Valótlanul híreszteltük, hogy az MTI  Lomnici Zoltán adott utasítást a retusálásra. A valóság ezzel szemben az, hogy ilyen utasítást az illetékes munkavállalók nem kaptak, a főszerkesztő-helyettes ilyen utasítást nem adott.

A 2011. december  a Duna Televízió és a Magyar Televízìó esti híradójában latható, a szlovak állampolgarságától megfosztott 99 eves rimaszombati magyar tanarnőről készült anyag kapcsan a főszerkesztő- helyettes azt kérte, hogy az összeállításban az ügy valódi érintettjei szólaljanak és ez az útmutatás a szakmai követelményeknek megfelelő volt.";https://index.hu/kultur/media/2011/12/20/helyremtv/;2011/12/20;15:55;0
972;29;A Fideszben már zúgolódnak Matolcsy ellen;https://index.hu/belfold/2011/11/25/a_legkiabrandultabb_het_a_fidesz-frakcioban/;2011/11/25;14:07;Lapunk 2011. november 25-én közzétett A Fideszben már zúgolódnak Matolcsy ellen című írásában valótlanul híreszteltük, hogy Matolcsy eltávolítására a pártelnökség ülésén már Kövér László is tett célzást. Ehhez képest a valóság az, hogy Kövér László ilyen célzást nem tett.;https://index.hu/belfold/2011/12/13/helyreigazitas/;2011/12/13;11:19;0
973;29;Tízmilliókat kaszálhat több képviselő Szentendre bővülésével;https://index.hu/belfold/2011/03/10/nem_szamit_mi_lesz_ha_tovabb_bovul_szentendre/;2011/03/10;11:55;"Hírportálunk 2011. március 10. napján megjelent „Tízmilliókat kaszálhat több képviselő Szentendre bővülésével” című cikkünkben azt a való tényt, hogy Dr. Filó András a Jobbik szentendrei önkormányzat képviselője az önkormányzat képviselő testületi ülésén a város lakóterületi bővítését vizsgáló hatástanulmány elkészítése ellen érvelt, abban a hamis színben tüntettük fel, hogy ezt azért tette, hogy tízmilliókat nyerjen az érintett terület belterületbe vonásával.

Valótlanul állítottuk, hogy Dr. Filó Andrásnak két másik képviselővel együtt összesen mintegy százezer négyzetméter terület tartozik az érdekeltségébe a belterületbe vonandó ingatlan részeken.

A valóság ezzel szemben az, hogy a felperesnek és családjának a tulajdonában 4077 m² van.";https://index.hu/belfold/2011/11/10/helyreigazitas/;2011/11/10;14:27;0
974;29;Magára hagyták a Tv2-t;https://index.hu/kultur/media/2011/09/28/magara_hagytak_a_tv2-t/;2011/09/28;16:42;"2011. szeptember 28. napján “Magára hagyták a Tv2-t” címmel megjelent cikkünkben hamisan híreszteltük, hogy P7S1 csoport beszüntette az MTM-SBS Zrt. finanszírozását. A valóság ezzel szemben az, hogy az MTM-SBS Zrt. tulajdonosai a mai napig teljes egészében a magyarországi leányvállalat mögött állva biztosítják az MTM-SBS Zrt. működéséhez szükséges anyagi erőforrásokat.

Valótlanul állítottuk, hogy a Tv2 pazarló gazdálkodása miatt kénytelen csoportos létszámcsökkentést végrehajtani.";https://index.hu/kultur/media/2011/10/04/helyreigazitas/;2011/10/04;15:17;0
